"sys_SequentialRespondentNumber","sys_InternalRespNum","sys_StartTime","sys_EndTime","sys_ElapsedTime","quota","consent_1","consent2_1","consent3_1","pastbuyer","futurebuyer","primarybuyer","CarMake","CarModel","VehicleOwnership","dailyvmt","annualvmt","carsizeselect","carimagesmall","carimagemid","carimagelarge","Topcarsmall_1","Topcarsmall_2","Topcarsmall_3","Topcarsmall_4","Topcarsmall_5","Topcarsmall_6","Topcarsmall_7","Topcarsmall_8","Topcarmid_1","Topcarmid_2","Topcarmid_3","Topcarmid_4","Topcarmid_5","Topcarmid_6","Topcarmid_7","Topcarmid_8","Topcarlarge_1","Topcarlarge_2","Topcarlarge_3","Topcarlarge_4","Topcarlarge_5","Topcarlarge_6","Topcarlarge_7","Topcarlarge_8","CBCFIX1","CBCRAN1","CBCRAN2","CBCRAN3","CBCRAN4","CBCRAN5","CBCRAN6","CBCRAN7","CBCRAN8","CBCRAN9","CBCRAN10","CBCRAN11","CBCRAN12","CBCRAN13","CBCRAN14","CBCRAN15","productuseratings_r1","productuseratings_r2","productuseratings_r3","productuseratings_r4","productuseratings_r5","productuseratings_r6","EnvLifeRatings_r1","EnvLifeRatings_r2","EnvLifeRatings_r3","EnvLifeRatings_r4","DrivingTypeExper_1","DrivingTypeExper_2","DrivingTypeExper_3","DrivingTypeExper_4","DrivingTypeExper_5","consideration_1","consideration_2","consideration_3","consideration_4","consideration_5","slowchargingaccess_1","slowchargingaccess_2","slowchargingaccess_3","slowchargingaccess_4","slowchargingaccess_5","fastchargingaccess","brandrank1","brankrank2","brandrank3","maintenance","income","sex","householdsize","YOB","zipcode","education","children","marriage","comments","sys_RespStatus","sys_DispositionCode","sys_CBCVersion_CBC","sys_UserAgent","sys_Browser","sys_OperatingSystem","sys_IPAddress","sys_UserJavaScript"
1,1058280,2011-7-27 04:09,2011-7-27 04:20,653,3,1,1,1,3,2,1,31,"QQ",2,8,14,2,,8,,,,,,,,,,8,,,,,,,,,,,,,,,,2,1,1,3,2,1,1,2,3,3,2,3,2,2,3,1,4,2,5,5,4,5,4,4,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,9,10,21,2,4,1,4,54,"",5,2,2,"",5,,168,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE)","MSIE 8.0","Windows XP","127.0.0.1",1
2,1333270,2011-7-27 05:29,2011-7-27 05:41,705,3,1,1,1,1,2,1,1,"",1,10,16,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,1,2,3,2,2,2,3,1,2,1,2,3,3,3,5,5,3,4,3,3,5,5,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,1,5,13,2,3,19,1,3,49,"",4,4,1,"",5,,191,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE)","MSIE 8.0","Windows XP","127.0.0.1",1
3,646378,2011-7-27 06:10,2011-7-27 06:22,740,3,1,1,1,3,2,1,31,"QQ",3,8,14,3,,,3,,,,,,,,,,,,,,,,,3,,,,,,,,2,1,2,2,1,3,3,1,2,2,1,3,2,2,3,2,4,4,5,5,2,4,4,3,4,4,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,2,4,3,1,3,1,4,54,"",8,,6,"",5,,52,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE)","MSIE 8.0","Windows XP","127.0.0.1",1
4,1112923,2011-7-29 02:13,2011-7-29 02:23,577,1,1,1,1,2,3,1,13,"508",2,2,3,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,3,1,2,2,1,1,1,2,3,1,1,1,3,3,2,4,3,2,3,1,4,4,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,16,20,19,3,8,1,3,39,"",5,2,2,"",5,,972,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE)","MSIE 8.0","Windows XP","127.0.0.1",1
5,1509685,2011-7-29 04:08,2011-7-29 04:24,924,1,1,1,1,2,2,1,38,"捷达",2,5,8,3,,,8,,,,,,,,,,,,,,,,,8,,,,,,,,2,3,2,3,2,3,3,2,3,2,2,3,3,2,2,2,4,2,5,5,4,4,3,4,4,4,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,2,1,14,3,10,1,3,,"",6,2,2,"",5,,271,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE)","MSIE 8.0","Windows XP","127.0.0.1",1
6,1660912,2011-7-29 05:18,2011-7-29 05:30,699,3,1,1,1,1,2,1,,"",1,10,16,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,2,3,1,3,3,3,1,3,2,2,1,2,3,4,5,5,4,4,4,3,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,10,15,22,1,6,1,2,46,"",5,1,2,"",5,,846,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE)","MSIE 8.0","Windows XP","127.0.0.1",1
7,1392686,2011-7-29 05:37,2011-7-29 05:49,718,3,1,1,1,3,2,1,16,"菱悦",2,2,7,2,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,2,2,1,1,2,3,3,2,1,1,3,3,1,3,1,2,3,4,5,5,4,5,4,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,15,10,21,1,7,1,2,46,"",4,1,2,"",5,,411,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE)","MSIE 8.0","Windows XP","127.0.0.1",1
8,834175,2011-7-30 03:31,2011-7-30 03:42,664,3,1,1,1,1,2,1,1,"",1,10,16,3,,,4,,,,,,,,,,,,,,,,,4,,,,,,,,2,2,2,2,3,3,1,2,3,3,2,1,1,2,1,2,2,2,5,5,4,4,4,4,4,5,1,0,0,0,0,1,2,3,0,0,0,0,3,0,0,1,2,1,12,5,5,1,2,42,"",2,2,2,"",5,,10,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE)","MSIE 8.0","Windows XP","127.0.0.1",1
9,1180062,2011-7-30 03:44,2011-7-30 03:56,772,3,1,1,1,3,2,1,67,"夏利",2,5,5,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,3,2,2,2,2,2,1,3,3,2,3,3,3,4,5,3,4,4,3,3,4,5,5,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,30,22,11,5,5,1,3,41,"100010",2,2,2,"",5,,443,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE)","MSIE 8.0","Windows XP","127.0.0.1",1
10,1013017,2011-7-30 05:10,2011-7-30 05:22,703,3,1,1,1,1,2,1,1,"",1,10,16,3,,,7,,,,,,,,,,,,,,,,,7,,,,,,,,2,1,2,2,3,2,1,2,2,2,3,2,2,3,1,3,4,4,5,5,4,4,5,3,5,5,1,0,0,0,0,1,2,0,0,0,1,2,0,0,0,1,13,7,14,2,8,,3,41,"",4,2,2,"",5,,318,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1)","MSIE 8.0","Windows XP","127.0.0.1",1
11,923648,2011-7-30 06:17,2011-7-30 06:26,544,3,1,1,1,3,2,1,21,"宝来",2,3,7,3,,,2,,,,,,,,,,,,,,,,,2,,,,,,,,2,3,2,2,3,2,3,1,2,2,3,1,2,2,1,2,5,5,5,,5,4,3,4,5,5,1,0,3,0,0,1,0,0,0,0,0,0,3,0,0,3,33,9,13,5,16,1,4,29,"",5,3,2,"",5,,206,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE)","MSIE 8.0","Windows XP","127.0.0.1",1
12,576051,2011-7-30 06:42,2011-7-30 06:51,543,3,1,1,1,1,2,1,1,"",1,10,16,2,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,2,2,1,1,1,2,1,3,3,3,3,3,2,2,3,2,2,2,5,5,4,4,4,4,5,5,1,0,0,0,0,1,2,0,0,0,0,0,0,0,5,3,9,14,16,2,19,1,8,44,"",4,1,2,"",5,,25,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE)","MSIE 8.0","Windows XP","127.0.0.1",1
13,868839,2011-7-30 06:53,2011-7-30 07:04,685,1,1,1,1,2,2,1,31,"瑞虎",2,4,6,1,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,3,1,3,1,3,3,2,1,1,2,2,3,4,4,5,5,4,5,3,4,4,5,1,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,20,30,21,4,4,1,3,42,"",4,2,2,"",5,,275,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE)","MSIE 8.0","Windows XP","127.0.0.1",1
14,1579331,2011-7-30 08:05,2011-7-30 08:15,595,5,1,1,1,1,3,1,1,"",1,10,16,3,,,4,,,,,,,,,,,,,,,,,4,,,,,,,,2,1,3,2,1,3,2,3,2,2,3,2,1,1,1,3,5,5,5,5,3,4,3,3,4,4,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,3,7,20,10,2,5,1,2,41,"",4,2,2,"",5,,796,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1; 360SE)","MSIE 8.0","Windows XP","127.0.0.1",1
15,505206,2012-7-27 04:57,2012-7-27 05:07,594,3,1,1,1,1,2,1,16,"菱悦",2,3,6,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,2,3,2,1,3,3,2,1,1,1,3,3,1,3,4,5,5,4,4,4,4,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,14,2,15,2,6,1,4,44,"",2,1,2,"",5,,656,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE)","MSIE 7.0","Windows XP","127.0.0.1",1
16,533898,2012-7-27 06:54,2012-7-27 07:05,615,3,1,1,1,1,2,1,,"",1,10,16,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,3,3,1,2,1,3,3,1,2,3,2,3,4,5,5,5,4,4,4,4,5,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,2,10,19,2,7,1,3,41,"",3,2,2,"",5,,906,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE)","MSIE 7.0","Windows XP","127.0.0.1",1
17,630443,2012-7-29 06:32,2012-7-29 06:43,672,3,1,1,1,1,2,1,,"",1,10,16,2,,7,,,,,,,,,,7,,,,,,,,,,,,,,,,2,1,1,1,1,2,3,3,2,3,3,3,2,3,3,3,3,3,4,5,3,4,3,4,3,3,1,0,0,4,0,1,2,0,0,0,0,0,0,0,5,3,2,5,7,3,19,1,8,42,"",5,2,2,"",5,,648,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE)","MSIE 7.0","Windows XP","127.0.0.1",1
18,829255,2012-7-27 04:08,2012-7-27 04:09,27,3,1,1,1,1,2,1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",2,,,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE)","MSIE 7.0","Windows XP","127.0.0.1",1
19,880878,2012-7-27 05:29,2012-7-27 05:36,398,3,1,1,1,3,2,1,11,"途胜",2,8,10,2,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,3,2,5,5,5,5,3,4,4,4,0,0,0,4,0,0,0,0,4,0,0,0,3,0,0,2,20,23,46,1,7,1,3,41,"",2,2,2,"",5,,640,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE)","MSIE 7.0","Windows XP","127.0.0.1",1
20,975561,2012-7-29 02:48,2012-7-29 02:57,540,3,1,1,1,3,2,1,27,"FRV",2,4,10,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,3,1,3,3,2,2,3,2,3,3,3,1,2,2,2,3,5,5,5,5,5,3,3,4,4,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,1,20,19,7,1,7,1,3,46,"101149",4,1,1,"",5,,559,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE)","MSIE 7.0","Windows XP","127.0.0.1",1
21,1000954,2012-7-29 07:22,2012-7-29 07:33,692,3,1,1,1,1,2,1,,"",1,10,16,1,4,,,4,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,3,3,1,2,1,3,2,3,3,1,2,3,4,5,5,4,4,3,4,5,5,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,15,10,21,2,6,2,3,44,"",5,2,2,"无",5,,938,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE)","MSIE 7.0","Windows XP","127.0.0.1",1
22,1012567,2012-7-30 02:24,2012-7-30 02:34,629,3,1,1,1,1,2,1,,"",1,10,16,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,3,2,1,2,2,3,2,1,3,3,2,3,4,5,5,4,5,3,4,5,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,15,21,22,2,7,1,3,41,"",4,2,2,"",5,,997,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE)","MSIE 7.0","Windows XP","127.0.0.1",1
23,1054398,2012-7-30 07:07,2012-7-30 07:21,807,3,1,1,1,3,2,1,2,"Q7",3,8,14,3,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,3,3,1,1,3,2,2,2,3,1,1,3,2,1,4,4,5,5,4,4,4,4,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,,10,11,13,3,19,1,3,,"",5,3,6,"",5,,144,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE)","MSIE 7.0","Windows XP","127.0.0.1",1
24,1061010,2012-7-30 05:28,2012-7-30 05:43,894,5,1,1,1,3,3,1,21,"雅阁",2,2,4,1,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,3,2,3,2,1,2,3,2,1,2,1,1,1,3,4,5,5,4,5,3,4,3,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,20,22,15,2,7,1,4,49,"",4,1,1,"",5,,619,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE)","MSIE 7.0","Windows XP","127.0.0.1",1
25,1151797,2012-7-27 03:08,2012-7-27 03:18,587,3,1,1,1,1,2,1,1,"",1,10,16,3,,,8,,,,,,,,,,,,,,,,,8,,,,,,,,1,1,1,3,1,1,1,2,2,3,3,3,3,2,3,2,3,4,4,5,4,3,4,3,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,9,2,20,3,8,1,5,44,"",5,1,1,"",5,,500,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE)","MSIE 7.0","Windows XP","127.0.0.1",1
26,1293946,2012-7-23 05:19,2012-7-23 05:30,707,5,1,1,1,3,3,1,4,"凯越",3,6,5,3,,,4,,,,,,,,,,,,,,,,,4,,,,,,,,3,3,1,1,3,2,1,2,3,1,2,2,1,3,2,2,2,4,5,5,2,5,3,5,5,4,1,0,0,0,0,0,2,3,0,0,0,0,0,4,0,1,2,1,62,3,18,1,3,38,"100280",2,2,2,"",5,,343,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE)","MSIE 7.0","Windows XP","127.0.0.1",1
27,1396241,2012-7-29 02:46,2012-7-29 02:47,46,-1,1,1,1,3,4,1,,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",,,,"",4,,,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE)","MSIE 7.0","Windows XP","127.0.0.1",1
28,1396781,2012-7-27 04:10,2012-7-27 04:21,692,5,1,1,1,1,3,1,1,"",1,10,16,2,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,2,3,1,2,3,3,3,1,3,1,3,3,2,1,3,2,5,2,4,5,2,5,5,3,3,4,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,3,2,1,5,1,19,1,5,49,"",1,1,1,"",5,,588,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE)","MSIE 7.0","Windows XP","127.0.0.1",1
29,1397796,2012-7-30 04:07,2012-7-30 04:18,627,3,1,1,1,1,2,1,,"",1,10,16,2,,5,,,,,,,,,,5,,,,,,,,,,,,,,,,2,1,1,2,3,1,2,2,1,3,3,1,2,2,1,1,3,4,5,5,4,5,3,3,4,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,3,10,15,2,2,5,2,2,48,"",4,1,2,"",5,,64,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE)","MSIE 7.0","Windows XP","127.0.0.1",1
30,1469433,2012-7-23 05:06,2012-7-23 05:16,613,3,1,1,1,3,2,1,17,"公爵",4,5,12,2,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,2,2,3,3,1,1,2,3,1,2,3,3,3,2,2,3,5,4,5,5,3,4,4,4,4,3,1,0,0,0,0,0,0,3,0,0,1,2,0,0,0,1,14,21,66,3,17,2,3,41,"",5,2,2,"",5,,5,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE)","MSIE 7.0","Windows XP","127.0.0.1",1
31,1628376,2012-7-27 05:38,2012-7-27 05:48,593,1,1,1,1,2,2,1,11,"途胜",2,3,6,1,5,,,5,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,1,3,3,2,1,3,2,2,3,1,1,2,3,3,4,5,5,4,4,3,4,4,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,14,15,9,2,7,1,3,43,"",2,2,2,"",5,,600,"Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; SV1; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.2; 360SE)","MSIE 7.0","Windows XP","127.0.0.1",1
32,480368,2012-7-27 02:12,2012-7-27 02:24,746,5,1,1,1,3,3,1,21,"途锐",2,7,10,2,,6,,,,,,,,,,6,,,,,,,,,,,,,,,,2,2,3,2,2,1,1,3,1,1,2,3,1,3,2,1,4,3,5,5,4,4,3,4,5,5,1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,2,1,20,13,4,17,1,5,40,"",5,2,2,"",5,,645,"Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.3)","MSIE 8.0","Windows NT 6.1","127.0.0.1",1
