RespNum,sys_StartTime,sys_EndTime,sys_ElapsedTime,sys_InternalRespNum,sys_CBCVersion_CBC,mtwid,consent1_1,consent2_1,consent3_1,pastbuyer,futurebuyer,primarybuyer,quota,CarMake,CarModel,VehicleOwnership,dailyvmt,annualvmt,carsizeselect,carimagesmall,carimagemid,carimagelarge,Topcarsmall_1,Topcarsmall_2,Topcarsmall_3,Topcarsmall_4,Topcarsmall_5,Topcarsmall_6,Topcarsmall_7,Topcarsmall_8,Topcarmid_1,Topcarmid_2,Topcarmid_3,Topcarmid_4,Topcarmid_5,Topcarmid_6,Topcarmid_7,Topcarmid_8,Topcarlarge_1,Topcarlarge_2,Topcarlarge_3,Topcarlarge_4,Topcarlarge_5,Topcarlarge_6,Topcarlarge_7,Topcarlarge_8,CBCFIX1,CBCRAN1,CBCRAN2,CBCRAN3,CBCRAN4,CBCRAN5,CBCRAN6,CBCRAN7,CBCRAN8,CBCRAN9,CBCRAN10,CBCRAN11,CBCRAN12,CBCRAN13,CBCRAN14,CBCRAN15,productuseratings_r1,productuseratings_r2,productuseratings_r3,productuseratings_r4,productuseratings_r5,productuseratings_r6,EnvLifeRatings_r1,EnvLifeRatings_r2,EnvLifeRatings_r3,EnvLifeRatings_r4,DrivingTypeExper_1,DrivingTypeExper_2,DrivingTypeExper_3,DrivingTypeExper_4,DrivingTypeExper_5,consideration_1,consideration_2,consideration_3,consideration_4,consideration_5,parkingHomeGarage,parkingHomeStructure,parkingHomeDriveway,parkingHomeStreet,parkingHomeOther,slowchargingaccess_1,slowchargingaccess_2,slowchargingaccess_3,slowchargingaccess_4,slowchargingaccess_5,slowchargingaccess_6,slowchargingaccess_7,slowchargingaccess_8,slowchargingaccess_9,fastchargingaccess,brandrank1,brankrank2,brandrank3,maintenance,income,sex,householdsize,YOB,zipcode,education,children,marriage,sys_RespStatus,sys_DispositionCode,sys_UserAgent,sys_Browser,sys_OperatingSystem,sys_IPAddress,sys_UserJavaScript,comments,enthusiast,SUVbuyer
120,2013-2-16 16:58,2013-2-16 17:04,368,555289,948,NA,1,1,1,3,2,3,4,13,Sorento,4,9,9,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,3,3,3,1,1,2,3,2,3,1,3,3,4,5,5,5,3,5,4,1,1,1,1,0,0,0,0,1,0,0,0,0,3,5,5,4,3,1,0,0,0,0,0,0,0,0,2,10,8,13,1,11,1,4,20,15473,5,3,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,1,1
121,2013-2-16 15:51,2013-2-16 15:59,428,604960,199,NA,1,1,1,3,2,1,3,7,Trailblazer,3,8,9,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,3,3,2,2,2,3,1,3,2,1,4,3,5,4,1,3,2,3,3,2,1,2,0,0,0,1,2,0,0,0,2,1,3,1,1,1,0,0,0,0,0,0,0,0,3,6,10,7,4,11,1,2,39,150,NA,NA,NA,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,NA,1
122,2013-2-16 18:37,2013-2-16 18:43,404,745119,121,NA,1,1,1,2,4,3,2,22,4Runner,4,5,4,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,2,3,3,1,1,2,3,1,3,1,3,5,4,5,5,3,5,5,3,3,4,1,0,0,0,0,1,2,0,0,0,3,7,6,6,6,0,0,0,0,0,0,0,0,0,2,22,18,1,5,11,1,4,50,26301,5,1,1,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,1,1
123,2013-2-16 18:19,2013-2-16 18:31,739,813523,247,NA,1,1,1,3,3,3,6,9,Flex,4,7,6,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,1,3,1,3,3,2,1,1,1,1,2,1,4,3,4,4,1,4,2,4,4,4,1,2,3,0,0,1,2,3,0,0,3,1,2,2,1,1,0,3,4,0,0,0,0,0,3,9,11,22,3,11,1,4,21,43964,4,3,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,Like to go to a hybrid but the price has always been too high,1,1
124,2013-2-16 20:12,2013-2-16 20:23,713,831217,390,NA,1,1,1,3,3,3,6,9,Escape,3,5,9,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,3,1,2,3,3,2,3,2,3,2,3,2,5,5,4,5,1,5,4,3,5,5,1,0,0,0,0,1,2,0,0,0,3,1,6,3,1,1,0,0,0,0,0,0,0,0,3,9,12,15,4,5,2,2,48,15106,5,1,1,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,2,1
125,2013-2-16 16:42,2013-2-16 16:51,501,1146260,540,NA,1,1,1,3,2,1,3,1,NA,1,9,7,3,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,1,2,2,2,2,3,2,1,3,2,3,5,5,5,5,2,3,3,3,4,4,1,0,0,0,0,1,2,0,4,0,1,1,1,1,6,0,0,0,0,0,0,0,0,0,3,11,22,18,2,5,2,5,41,26574,5,5,3,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,2,1
126,2013-2-16 15:39,2013-2-16 15:48,535,1423995,30,NA,1,1,1,3,2,3,4,11,odyssey,4,5,7,1,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,1,3,3,3,3,3,1,2,2,3,1,4,4,5,4,4,5,3,4,5,5,1,0,0,0,0,1,2,0,0,0,1,1,5,1,1,0,0,3,0,0,0,7,0,0,2,7,11,8,4,12,1,5,27,15009,4,4,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,1,1
127,2013-2-17 19:02,2013-2-17 19:15,787,1291477,73,NA,1,1,1,3,2,3,4,25,NA,3,9,8,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,2,3,1,3,2,1,2,2,1,3,3,2,1,3,1,5,5,5,4,1,5,5,5,4,4,1,0,0,0,0,0,2,3,4,0,3,7,5,7,7,1,0,0,0,0,0,0,0,0,2,22,10,8,3,11,2,2,32,15044,7,1,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,"I am interested in the hybrid and electric technology but require more distance between plug ins.  Also, cargo capacity and style are very important to me.  I am interested in a vehicle with 40 mpg and large fuel capacity.  Prefer american.  Would sacrafice acceleration speed.",1,1
128,2013-2-16 20:08,2013-2-16 20:15,396,735321,857,NA,1,1,1,3,2,3,4,9,ranger,3,3,4,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,2,2,3,2,2,1,2,1,2,2,1,5,5,3,5,1,4,4,3,4,3,1,2,0,0,0,1,2,3,0,0,2,1,3,6,1,1,0,0,0,0,0,0,0,0,3,10,9,18,3,7,1,3,41,15234,5,2,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,2,1
129,2013-2-15 22:10,2013-2-15 22:22,676,953440,986,NA,1,1,1,3,3,1,5,7,equinox,3,9,9,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,1,1,3,1,2,2,2,2,1,3,3,2,4,2,4,4,2,4,4,2,3,3,1,0,0,0,0,1,2,3,4,0,3,7,5,5,7,0,0,0,0,0,0,0,0,0,2,7,10,9,5,10,2,3,36,48734,5,2,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,1,1
130,2013-2-15 22:42,2013-2-15 22:58,981,1097343,834,NA,1,1,1,2,4,1,1,11,crv,4,9,7,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,3,1,1,2,2,1,2,3,2,3,2,3,5,3,4,4,2,4,2,2,3,4,0,2,0,0,0,1,2,0,0,0,3,7,5,5,7,1,0,3,4,0,0,0,0,9,2,11,20,9,4,9,1,4,22,15239,2,3,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,1,1
131,2013-2-16 19:40,2013-2-16 19:47,407,1185437,291,NA,1,1,1,3,2,3,4,9,f150,4,7,7,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,3,3,1,1,3,1,1,1,1,1,3,3,5,2,NA,5,1,5,1,5,3,3,0,2,0,0,0,0,2,0,0,0,5,4,5,1,2,1,0,3,0,0,0,0,0,0,3,9,4,10,4,11,2,4,26,15438,4,3,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,1,1
132,2013-2-16 19:12,2013-2-16 19:26,840,1243522,799,NA,1,1,1,3,2,3,4,10,G6,3,8,5,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,1,1,2,1,3,3,1,2,2,2,1,4,5,5,5,5,4,3,3,3,3,1,0,0,0,0,1,2,3,0,0,2,1,6,7,6,1,0,3,0,5,0,7,0,0,3,7,10,8,3,8,2,2,43,43945,3,1,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,1,1
133,2013-2-16 18:34,2013-2-16 18:41,439,1295662,320,NA,1,1,1,3,2,3,4,7,Impala,4,3,9,2,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,2,3,3,3,2,2,2,2,2,2,1,1,5,4,5,5,4,4,4,3,3,3,1,2,0,0,0,1,2,0,0,0,5,1,3,1,1,0,0,0,0,0,0,0,0,0,2,7,9,5,4,11,2,3,34,21545,6,2,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,2,1
134,2013-2-15 21:11,2013-2-15 21:21,563,1422416,150,NA,1,1,1,2,4,1,1,6,srx,2,8,1,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,3,2,3,1,3,2,1,1,2,3,1,2,3,4,4,5,5,3,5,5,3,4,4,1,0,0,0,0,0,2,0,0,0,2,2,2,2,2,0,0,0,0,0,6,0,0,0,2,6,4,18,1,7,1,1,5,NA,5,4,4,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,1,1
135,2013-2-16 19:47,2013-2-16 20:00,780,1565405,593,NA,1,1,1,3,3,1,5,25,jeep,2,9,8,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,3,3,3,1,3,3,3,3,2,1,3,2,3,4,5,4,3,5,4,2,4,4,1,0,0,0,0,1,2,0,0,0,3,3,5,3,1,0,2,0,0,0,0,0,0,0,2,3,25,4,4,4,1,3,40,15206,4,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,jeep should be on your survey,1,1
136,2013-2-17 20:53,2013-2-17 21:04,694,1063579,959,NA,1,1,1,3,2,1,3,15,tribute,4,2,4,2,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,1,0,0,0,0,1,0,0,0,0,2,1,3,3,3,1,0,0,0,5,6,0,0,0,3,9,7,18,5,4,2,4,54,15042,2,3,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,3,1
137,2013-2-17 19:10,2013-2-17 19:22,736,1286580,573,NA,1,1,1,3,3,1,5,18,Rogue,2,6,8,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,3,2,3,1,1,3,1,1,3,2,3,2,4,4,5,5,1,4,2,3,4,4,1,2,0,0,0,1,2,0,0,0,1,1,5,1,1,0,0,3,0,0,0,0,0,0,2,18,7,15,4,8,2,2,19,26547,6,3,4,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,NA,1,1
138,2013-2-17 21:06,2013-2-17 21:19,746,1561096,262,NA,1,1,1,3,2,1,3,20,legacy,3,9,7,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,1,2,1,3,3,1,1,2,1,2,1,2,1,5,4,5,3,1,4,1,2,2,2,1,2,0,0,0,1,2,0,0,0,3,7,6,3,1,1,0,0,0,0,0,0,0,0,2,20,15,16,2,12,1,4,25,15668,7,3,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.57 Safari/536.11",Chrome 20.0.1132.57,Windows NT 6.1,127.0.0.1,1,good luck,2,1
139,2013-2-16 20:39,2013-2-16 20:56,1027,528750,226,NA,1,1,1,3,2,3,4,20,legacy,3,4,1,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,5,5,5,5,1,4,3,3,3,3,1,0,0,0,0,1,2,0,0,0,3,1,3,4,7,0,0,0,0,0,0,0,0,9,2,20,20,11,2,8,2,3,16,15221,4,2,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,NA,2,1
140,2013-2-15 22:08,2013-2-15 22:20,680,787461,378,NA,1,1,1,3,2,3,4,7,impala,4,5,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,2,2,1,1,3,2,3,1,2,2,4,5,2,5,3,3,3,3,1,0,0,0,0,1,0,0,0,0,5,1,6,1,4,1,0,0,0,0,0,0,0,0,3,7,6,5,1,9,1,2,5,15774,4,5,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,NA,1,1
141,2013-2-15 21:50,2013-2-15 22:02,750,1259543,259,NA,1,1,1,2,2,1,1,22,rx 350,4,6,9,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,2,2,2,1,3,3,3,2,2,2,1,2,4,5,5,1,5,1,3,4,4,1,0,0,0,0,1,2,3,4,0,3,1,6,3,1,1,0,0,0,0,0,0,0,0,2,22,4,9,5,9,1,2,12,15401,6,1,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,NA,1,1
142,2013-2-16 20:28,2013-2-16 20:36,468,1338645,39,NA,1,1,1,2,3,1,1,25,NA,2,4,4,1,6,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,1,3,1,1,2,3,2,3,3,2,3,1,5,5,5,4,1,1,2,3,1,1,1,2,0,4,0,0,2,3,4,0,4,7,5,5,3,1,0,0,0,5,0,0,0,0,3,20,11,22,1,3,1,1,10,15243,5,1,1,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,NA,1,1
143,2013-2-15 23:19,2013-2-15 23:31,688,1425473,838,NA,1,1,1,3,3,1,5,6,Escalade,4,5,7,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,1,1,2,2,1,1,1,2,3,2,1,1,2,3,4,4,5,5,4,4,2,3,3,4,1,2,3,0,0,1,0,3,0,0,4,1,6,6,6,1,0,3,0,5,0,7,0,9,3,6,16,4,2,11,2,3,18,16025,1,3,4,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,NA,1,1
144,2013-2-15 20:14,2013-2-15 20:26,710,1619948,328,NA,1,1,1,2,3,1,1,7,equinox,4,9,9,1,8,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,2,2,2,2,3,1,1,2,3,2,1,4,4,5,5,3,4,4,3,5,5,0,2,0,4,0,0,0,0,0,0,2,7,4,1,6,1,0,0,0,0,0,0,0,0,3,2,6,14,1,8,2,4,41,16157,3,3,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,NA,2,1
145,2013-2-15 23:50,2013-2-16 00:06,964,1623868,380,NA,1,1,1,3,2,1,3,7,traverse,3,3,2,2,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,2,3,2,3,1,2,3,1,2,1,3,3,5,5,4,4,3,4,1,1,2,2,1,0,0,0,0,1,2,3,4,0,3,1,5,2,3,1,0,3,0,0,0,0,0,0,3,1,1,1,3,10,1,6,34,15239,5,5,2,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,thank good luck,2,1
146,2013-2-17 19:46,2013-2-17 19:58,736,1244787,455,NA,1,1,1,3,2,1,3,7,blazer,3,9,9,1,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,1,2,1,2,2,1,2,3,1,3,4,2,5,NA,1,5,NA,1,1,1,0,0,0,0,5,0,0,0,0,0,3,7,6,7,6,0,0,0,0,0,0,0,0,0,2,22,25,7,5,11,2,2,21,15044,6,1,3,5,NA,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",Chrome 23.0.1271.95,Windows NT 6.1,127.0.0.1,1,Good luck on your paper,1,1
147,2013-2-16 17:45,2013-2-16 17:52,418,866801,326,NA,1,1,1,3,3,1,5,9,sport trac,2,4,5,1,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,1,1,1,3,1,2,1,1,1,3,2,5,4,5,5,3,4,3,3,3,2,1,0,0,0,0,1,0,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,9,2,9,11,7,3,12,1,1,27,15102,6,1,1,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,2,1
148,2013-2-16 18:41,2013-2-16 18:49,466,1141591,209,NA,1,1,1,3,2,1,3,22,sienna,4,4,9,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,1,1,2,1,1,1,2,1,2,1,3,5,4,5,4,3,3,3,3,3,3,1,0,0,0,0,1,0,0,0,0,2,7,7,2,1,1,2,3,4,5,6,7,8,9,2,22,24,11,4,11,1,3,17,15068,5,4,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,1,1
149,2013-2-16 20:05,2013-2-16 20:14,541,1515947,496,NA,1,1,1,3,2,3,4,22,Rav 4,4,2,8,1,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,3,1,3,1,1,1,2,1,2,2,2,4,4,5,5,3,4,3,3,3,3,0,0,0,0,5,0,2,3,0,0,3,5,5,3,3,1,0,3,0,0,0,0,0,0,2,22,11,8,4,11,2,2,13,NA,6,5,1,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,1,1
150,2013-2-16 17:55,2013-2-16 18:04,536,1671045,95,NA,1,1,1,2,4,3,2,11,odessy,3,8,6,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,3,2,3,3,3,1,1,2,3,3,3,1,3,5,5,5,5,3,4,4,3,4,4,0,0,0,0,5,0,2,0,0,0,1,1,6,1,1,0,0,0,0,0,0,0,0,0,2,11,9,7,5,2,2,3,32,15547,5,2,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,2,1
151,2013-2-17 19:43,2013-2-17 19:53,639,1151962,625,NA,1,1,1,2,3,1,1,20,Legacy,4,4,7,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,2,2,1,3,3,3,1,3,3,3,3,2,3,4,4,5,5,1,5,5,4,4,4,1,0,0,0,0,1,2,3,4,5,3,7,5,5,7,1,0,3,0,0,0,0,0,0,3,20,11,14,2,11,1,4,18,15238,6,3,2,5,NA,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),MSIE 9.0,Windows NT 6.1,127.0.0.1,1,NA,1,1
